lvef,crea,gender,Procedure,Mortality,Morbidity_Mortality,DSW_Infection,Long_LOS,Perm_Stroke,Prolong_Vent,Renal_failure,Reoperation,Short_LOS
33.3333333333333,0.8,Female,AV Replacement + CAB,0.0268,0.16122,0.00213,0.08783,0.01438,0.11873,0.03235,0.07404,0.29607
33.3333333333333,1.04444444444444,Male,AV Replacement + CAB,0.0214,0.14999,0.00182,0.07154,0.01283,0.08639,0.03194,0.08343,0.3905
33.3333333333333,1.04444444444444,Female,AV Replacement + CAB,0.02981,0.17888,0.00213,0.09629,0.01522,0.12884,0.03921,0.07827,0.27239
33.3333333333333,1.28888888888889,Male,AV Replacement + CAB,0.02382,0.16668,0.00182,0.07857,0.01358,0.09404,0.03872,0.08815,0.36315
33.3333333333333,1.28888888888889,Female,AV Replacement + CAB,0.03315,0.19804,0.00213,0.10548,0.01611,0.13967,0.04746,0.08273,0.24991
33.3333333333333,1.53333333333333,Male,AV Replacement + CAB,0.02651,0.18481,0.00182,0.08623,0.01438,0.10229,0.04687,0.09311,0.33667
33.3333333333333,1.53333333333333,Female,AV Replacement + CAB,0.03684,0.21868,0.00213,0.11544,0.01704,0.15126,0.05733,0.08741,0.22872
33.3333333333333,1.77777777777778,Male,AV Replacement + CAB,0.02948,0.20444,0.00182,0.09456,0.01522,0.11118,0.05663,0.09832,0.31116
33.3333333333333,1.77777777777778,Female,AV Replacement + CAB,0.04093,0.24085,0.00213,0.1262,0.01804,0.16363,0.06912,0.09233,0.20882
33.3333333333333,2.02222222222222,Male,AV Replacement + CAB,0.03278,0.22557,0.00182,0.10361,0.0161,0.12073,0.06828,0.10378,0.28676
33.3333333333333,2.02222222222222,Female,AV Replacement + CAB,0.04545,0.26449,0.00213,0.13781,0.01908,0.17679,0.08311,0.0975,0.19023
33.3333333333333,2.26666666666667,Male,AV Replacement + CAB,0.03644,0.24821,0.00182,0.11341,0.01704,0.13099,0.08212,0.10952,0.26353
33.3333333333333,2.26666666666667,Female,AV Replacement + CAB,0.05045,0.28958,0.00213,0.15031,0.02019,0.19077,0.09964,0.10292,0.17292
33.3333333333333,2.51111111111111,Male,AV Replacement + CAB,0.04048,0.27232,0.00182,0.12401,0.01803,0.14197,0.09846,0.11553,0.24155
33.3333333333333,2.51111111111111,Female,AV Replacement + CAB,0.05596,0.31601,0.00213,0.16372,0.02136,0.20558,0.11901,0.10861,0.15689
33.3333333333333,2.75555555555556,Male,AV Replacement + CAB,0.04496,0.29785,0.00182,0.13545,0.01908,0.15372,0.11764,0.12182,0.22085
33.3333333333333,2.75555555555556,Female,AV Replacement + CAB,0.06203,0.3437,0.00213,0.17808,0.0226,0.22123,0.14158,0.11458,0.14209
33.3333333333333,3,Male,AV Replacement + CAB,0.0499,0.32469,0.00182,0.14776,0.02019,0.16624,0.13998,0.1284,0.20146
33.3333333333333,3,Female,AV Replacement + CAB,0.06872,0.37248,0.00213,0.1934,0.02391,0.23771,0.16759,0.12083,0.12847
36.6666666666667,0.8,Male,AV Replacement + CAB,0.01862,0.13064,0.00182,0.0631,0.01212,0.07664,0.02586,0.07726,0.43028
36.6666666666667,0.8,Female,AV Replacement + CAB,0.02596,0.15649,0.00213,0.0852,0.01438,0.1149,0.0318,0.07245,0.30617
36.6666666666667,1.04444444444444,Male,AV Replacement + CAB,0.02072,0.14554,0.00182,0.06937,0.01283,0.08351,0.03139,0.08166,0.40199
36.6666666666667,1.04444444444444,Female,AV Replacement + CAB,0.02887,0.17375,0.00213,0.09344,0.01522,0.12473,0.03855,0.0766,0.282
36.6666666666667,1.28888888888889,Male,AV Replacement + CAB,0.02307,0.16183,0.00182,0.0762,0.01358,0.09093,0.03806,0.08629,0.37432
36.6666666666667,1.28888888888889,Female,AV Replacement + CAB,0.03211,0.19248,0.00213,0.1024,0.01611,0.13528,0.04666,0.08096,0.25902
36.6666666666667,1.53333333333333,Male,AV Replacement + CAB,0.02567,0.17954,0.00182,0.08365,0.01438,0.09893,0.04608,0.09115,0.34747
36.6666666666667,1.53333333333333,Female,AV Replacement + CAB,0.03569,0.2127,0.00213,0.11209,0.01704,0.14656,0.05638,0.08556,0.2373
36.6666666666667,1.77777777777778,Male,AV Replacement + CAB,0.02855,0.19875,0.00182,0.09176,0.01522,0.10757,0.05568,0.09626,0.32154
36.6666666666667,1.77777777777778,Female,AV Replacement + CAB,0.03966,0.23444,0.00213,0.12259,0.01804,0.15861,0.06798,0.09038,0.21686
36.6666666666667,2.02222222222222,Male,AV Replacement + CAB,0.03175,0.21945,0.00182,0.10057,0.0161,0.11685,0.06715,0.10162,0.29667
36.6666666666667,2.02222222222222,Female,AV Replacement + CAB,0.04404,0.25767,0.00213,0.13392,0.01908,0.17145,0.08176,0.09545,0.19773
36.6666666666667,2.26666666666667,Male,AV Replacement + CAB,0.0353,0.24167,0.00182,0.11012,0.01704,0.12682,0.08078,0.10725,0.27295
36.6666666666667,2.26666666666667,Female,AV Replacement + CAB,0.04889,0.28236,0.00213,0.14612,0.02019,0.18511,0.09805,0.10078,0.17989
36.6666666666667,2.51111111111111,Male,AV Replacement + CAB,0.03922,0.26537,0.00182,0.12045,0.01803,0.13751,0.09689,0.11315,0.25046
36.6666666666667,2.51111111111111,Female,AV Replacement + CAB,0.05424,0.30842,0.00213,0.15922,0.02136,0.19959,0.11716,0.10637,0.16335
36.6666666666667,2.75555555555556,Male,AV Replacement + CAB,0.04356,0.2905,0.00182,0.13161,0.01908,0.14895,0.11581,0.11933,0.22922
36.6666666666667,2.75555555555556,Female,AV Replacement + CAB,0.06014,0.33577,0.00213,0.17327,0.0226,0.21491,0.13942,0.11222,0.14804
36.6666666666667,3,Male,AV Replacement + CAB,0.04836,0.31698,0.00182,0.14363,0.02019,0.16116,0.13785,0.1258,0.2093
36.6666666666667,3,Female,AV Replacement + CAB,0.06664,0.36426,0.00213,0.18828,0.02391,0.23106,0.16512,0.11836,0.13394
40,0.8,Male,AV Replacement + CAB,0.01802,0.12668,0.00182,0.06117,0.01212,0.07406,0.02542,0.0756,0.44208
40,0.8,Female,AV Replacement + CAB,0.02514,0.15188,0.00213,0.08266,0.01438,0.11119,0.03125,0.07089,0.31647
40,1.04444444444444,Male,AV Replacement + CAB,0.02007,0.1412,0.00182,0.06726,0.01283,0.08071,0.03086,0.07992,0.41358
40,1.04444444444444,Female,AV Replacement + CAB,0.02796,0.16873,0.00213,0.09067,0.01522,0.12074,0.03789,0.07496,0.29182
40,1.28888888888889,Male,AV Replacement + CAB,0.02234,0.15709,0.00182,0.0739,0.01358,0.08791,0.03741,0.08446,0.38563
40,1.28888888888889,Female,AV Replacement + CAB,0.0311,0.18704,0.00213,0.09939,0.01611,0.13099,0.04587,0.07924,0.26834
40,1.53333333333333,Male,AV Replacement + CAB,0.02486,0.17439,0.00182,0.08115,0.01438,0.09568,0.0453,0.08923,0.35843
40,1.53333333333333,Female,AV Replacement + CAB,0.03457,0.20684,0.00213,0.10884,0.01704,0.14198,0.05544,0.08374,0.2461
40,1.77777777777778,Male,AV Replacement + CAB,0.02765,0.19318,0.00182,0.08903,0.01522,0.10406,0.05476,0.09424,0.3321
40,1.77777777777778,Female,AV Replacement + CAB,0.03842,0.22816,0.00213,0.11907,0.01804,0.15372,0.06686,0.08848,0.22512
40,2.02222222222222,Male,AV Replacement + CAB,0.03075,0.21346,0.00182,0.09761,0.0161,0.11307,0.06604,0.0995,0.30679
40,2.02222222222222,Female,AV Replacement + CAB,0.04268,0.25096,0.00213,0.13012,0.01908,0.16625,0.08044,0.09345,0.20546
40,2.26666666666667,Male,AV Replacement + CAB,0.03419,0.23525,0.00182,0.10691,0.01704,0.12277,0.07947,0.10503,0.28258
40,2.26666666666667,Female,AV Replacement + CAB,0.04738,0.27525,0.00213,0.14203,0.02019,0.17958,0.09649,0.09868,0.18709
40,2.51111111111111,Male,AV Replacement + CAB,0.038,0.25853,0.00182,0.11698,0.01803,0.13317,0.09534,0.11082,0.25958
40,2.51111111111111,Female,AV Replacement + CAB,0.05257,0.30093,0.00213,0.15483,0.02136,0.19373,0.11533,0.10416,0.17001
40,2.75555555555556,Male,AV Replacement + CAB,0.04221,0.28327,0.00182,0.12787,0.01908,0.14431,0.114,0.11689,0.23781
40,2.75555555555556,Female,AV Replacement + CAB,0.0583,0.32793,0.00213,0.16857,0.0226,0.20872,0.1373,0.10991,0.1542
40,3,Male,AV Replacement + CAB,0.04687,0.30938,0.00182,0.1396,0.02019,0.15621,0.13574,0.12325,0.21735
40,3,Female,AV Replacement + CAB,0.06461,0.35611,0.00213,0.18326,0.02391,0.22453,0.16268,0.11594,0.13961
43.3333333333333,0.8,Male,AV Replacement + CAB,0.01745,0.12282,0.00182,0.05929,0.01212,0.07155,0.02498,0.07398,0.45395
43.3333333333333,0.8,Female,AV Replacement + CAB,0.02434,0.14738,0.00213,0.08017,0.01438,0.10757,0.03072,0.06936,0.32694
43.3333333333333,1.04444444444444,Male,AV Replacement + CAB,0.01943,0.13696,0.00182,0.0652,0.01283,0.078,0.03033,0.07821,0.42527
43.3333333333333,1.04444444444444,Female,AV Replacement + CAB,0.02708,0.16383,0.00213,0.08797,0.01522,0.11685,0.03725,0.07335,0.30184
43.3333333333333,1.28888888888889,Male,AV Replacement + CAB,0.02163,0.15246,0.00182,0.07166,0.01358,0.08498,0.03678,0.08266,0.39707
43.3333333333333,1.28888888888889,Female,AV Replacement + CAB,0.03012,0.18173,0.00213,0.09646,0.01611,0.12683,0.0451,0.07754,0.27787
43.3333333333333,1.53333333333333,Male,AV Replacement + CAB,0.02407,0.16936,0.00182,0.07871,0.01438,0.09251,0.04454,0.08734,0.36954
43.3333333333333,1.53333333333333,Female,AV Replacement + CAB,0.03349,0.2011,0.00213,0.10566,0.01704,0.13752,0.05451,0.08196,0.25511
43.3333333333333,1.77777777777778,Male,AV Replacement + CAB,0.02678,0.18773,0.00182,0.08638,0.01522,0.10065,0.05384,0.09226,0.34283
43.3333333333333,1.77777777777778,Female,AV Replacement + CAB,0.03722,0.22199,0.00213,0.11563,0.01804,0.14896,0.06576,0.0866,0.23361
43.3333333333333,2.02222222222222,Male,AV Replacement + CAB,0.02979,0.20758,0.00182,0.09472,0.0161,0.10941,0.06495,0.09742,0.31709
43.3333333333333,2.02222222222222,Female,AV Replacement + CAB,0.04135,0.24438,0.00213,0.12641,0.01908,0.16117,0.07913,0.09148,0.2134
43.3333333333333,2.26666666666667,Male,AV Replacement + CAB,0.03312,0.22895,0.00182,0.10378,0.01704,0.11883,0.07818,0.10285,0.29241
43.3333333333333,2.26666666666667,Female,AV Replacement + CAB,0.04591,0.26825,0.00213,0.13804,0.02019,0.17418,0.09495,0.09661,0.1945
43.3333333333333,2.51111111111111,Male,AV Replacement + CAB,0.03681,0.25181,0.00182,0.1136,0.01803,0.12895,0.09382,0.10853,0.26891
43.3333333333333,2.51111111111111,Female,AV Replacement + CAB,0.05096,0.29354,0.00213,0.15054,0.02136,0.188,0.11352,0.10199,0.17689
43.3333333333333,2.75555555555556,Male,AV Replacement + CAB,0.0409,0.27615,0.00182,0.12421,0.01908,0.13979,0.11221,0.1145,0.24662
43.3333333333333,2.75555555555556,Female,AV Replacement + CAB,0.05652,0.32019,0.00213,0.16398,0.0226,0.20266,0.13521,0.10764,0.16056
43.3333333333333,3,Male,AV Replacement + CAB,0.04541,0.30188,0.00182,0.13567,0.02019,0.15138,0.13367,0.12074,0.22563
43.3333333333333,3,Female,AV Replacement + CAB,0.06265,0.34804,0.00213,0.17835,0.02391,0.21814,0.16027,0.11356,0.14548
46.6666666666667,0.8,Male,AV Replacement + CAB,0.01689,0.11906,0.00182,0.05747,0.01212,0.06913,0.02455,0.07239,0.46588
46.6666666666667,0.8,Female,AV Replacement + CAB,0.02357,0.14299,0.00213,0.07776,0.01438,0.10406,0.03019,0.06786,0.33759
46.6666666666667,1.04444444444444,Male,AV Replacement + CAB,0.01881,0.13284,0.00182,0.06321,0.01283,0.07537,0.02981,0.07654,0.43704
46.6666666666667,1.04444444444444,Female,AV Replacement + CAB,0.02623,0.15904,0.00213,0.08535,0.01522,0.11308,0.03661,0.07177,0.31205
46.6666666666667,1.28888888888889,Male,AV Replacement + CAB,0.02094,0.14795,0.00182,0.06949,0.01358,0.08214,0.03615,0.0809,0.40861
46.6666666666667,1.28888888888889,Female,AV Replacement + CAB,0.02917,0.17653,0.00213,0.09361,0.01611,0.12278,0.04434,0.07589,0.2876
46.6666666666667,1.53333333333333,Male,AV Replacement + CAB,0.02331,0.16445,0.00182,0.07634,0.01438,0.08945,0.04378,0.08549,0.3808
46.6666666666667,1.53333333333333,Female,AV Replacement + CAB,0.03244,0.19548,0.00213,0.10257,0.01704,0.13318,0.0536,0.08021,0.26434
46.6666666666667,1.77777777777778,Male,AV Replacement + CAB,0.02593,0.1824,0.00182,0.0838,0.01522,0.09734,0.05294,0.09032,0.35373
46.6666666666667,1.77777777777778,Female,AV Replacement + CAB,0.03606,0.21594,0.00213,0.11228,0.01804,0.14432,0.06468,0.08477,0.24231
46.6666666666667,2.02222222222222,Male,AV Replacement + CAB,0.02885,0.20183,0.00182,0.09192,0.0161,0.10584,0.06388,0.09538,0.32758
46.6666666666667,2.02222222222222,Female,AV Replacement + CAB,0.04006,0.23791,0.00213,0.12279,0.01908,0.15622,0.07784,0.08956,0.22157
46.6666666666667,2.26666666666667,Male,AV Replacement + CAB,0.03208,0.22277,0.00182,0.10074,0.01704,0.115,0.0769,0.10071,0.30244
46.6666666666667,2.26666666666667,Female,AV Replacement + CAB,0.04449,0.26137,0.00213,0.13414,0.02019,0.16891,0.09343,0.09459,0.20213
46.6666666666667,2.51111111111111,Male,AV Replacement + CAB,0.03566,0.24521,0.00182,0.1103,0.01803,0.12484,0.09231,0.10629,0.27845
46.6666666666667,2.51111111111111,Female,AV Replacement + CAB,0.04938,0.28626,0.00213,0.14635,0.02136,0.1824,0.11174,0.09987,0.18399
46.6666666666667,2.75555555555556,Male,AV Replacement + CAB,0.03962,0.26914,0.00182,0.12065,0.01908,0.13539,0.11045,0.11214,0.25565
46.6666666666667,2.75555555555556,Female,AV Replacement + CAB,0.05479,0.31254,0.00213,0.15948,0.0226,0.19673,0.13314,0.10541,0.16714
46.6666666666667,3,Male,AV Replacement + CAB,0.04401,0.29448,0.00182,0.13182,0.02019,0.14668,0.13162,0.11827,0.23412
46.6666666666667,3,Female,AV Replacement + CAB,0.06074,0.34006,0.00213,0.17354,0.02391,0.21188,0.15788,0.11122,0.15155
50,0.8,Male,AV Replacement + CAB,0.01635,0.1154,0.00182,0.0557,0.01212,0.06678,0.02413,0.07083,0.47784
50,0.8,Female,AV Replacement + CAB,0.02282,0.13872,0.00213,0.07542,0.01438,0.10065,0.02968,0.0664,0.34841
50,1.04444444444444,Male,AV Replacement + CAB,0.01821,0.12882,0.00182,0.06128,0.01283,0.07283,0.0293,0.0749,0.44889
50,1.04444444444444,Female,AV Replacement + CAB,0.0254,0.15437,0.00213,0.0828,0.01522,0.10941,0.03599,0.07022,0.32245
50,1.28888888888889,Male,AV Replacement + CAB,0.02028,0.14355,0.00182,0.06737,0.01358,0.07938,0.03554,0.07918,0.42026
50,1.28888888888889,Female,AV Replacement + CAB,0.02825,0.17145,0.00213,0.09083,0.01611,0.11884,0.04359,0.07426,0.29754
50,1.53333333333333,Male,AV Replacement + CAB,0.02257,0.15965,0.00182,0.07403,0.01438,0.08647,0.04304,0.08368,0.39218
50,1.53333333333333,Female,AV Replacement + CAB,0.03142,0.18998,0.00213,0.09955,0.01704,0.12895,0.05271,0.0785,0.27378
50,1.77777777777778,Male,AV Replacement + CAB,0.02511,0.17718,0.00182,0.08129,0.01522,0.09413,0.05206,0.08841,0.36478
50,1.77777777777778,Female,AV Replacement + CAB,0.03493,0.21002,0.00213,0.10902,0.01804,0.1398,0.06361,0.08297,0.25123
50,2.02222222222222,Male,AV Replacement + CAB,0.02794,0.19619,0.00182,0.08919,0.0161,0.10238,0.06282,0.09338,0.33824
50,2.02222222222222,Female,AV Replacement + CAB,0.03881,0.23156,0.00213,0.11926,0.01908,0.15139,0.07657,0.08766,0.22996
50,2.26666666666667,Male,AV Replacement + CAB,0.03107,0.21671,0.00182,0.09777,0.01704,0.11128,0.07565,0.0986,0.31266
50,2.26666666666667,Female,AV Replacement + CAB,0.04311,0.2546,0.00213,0.13033,0.02019,0.16376,0.09193,0.0926,0.20998
50,2.51111111111111,Male,AV Replacement + CAB,0.03454,0.23872,0.00182,0.10709,0.01803,0.12084,0.09083,0.10408,0.28819
50,2.51111111111111,Female,AV Replacement + CAB,0.04786,0.27909,0.00213,0.14226,0.02136,0.17694,0.10999,0.09778,0.19131
50,2.75555555555556,Male,AV Replacement + CAB,0.03839,0.26224,0.00182,0.11717,0.01908,0.1311,0.10871,0.10983,0.26489
50,2.75555555555556,Female,AV Replacement + CAB,0.05311,0.30499,0.00213,0.15508,0.0226,0.19093,0.13109,0.10322,0.17393
50,3,Male,AV Replacement + CAB,0.04264,0.28719,0.00182,0.12807,0.02019,0.14209,0.1296,0.11585,0.24284
50,3,Female,AV Replacement + CAB,0.05889,0.33218,0.00213,0.16883,0.02391,0.20575,0.15553,0.10892,0.15782
53.3333333333333,0.8,Male,AV Replacement + CAB,0.01635,0.1154,0.00182,0.0557,0.01212,0.06678,0.02413,0.07083,0.47784
53.3333333333333,0.8,Female,AV Replacement + CAB,0.02282,0.13872,0.00213,0.07542,0.01438,0.10065,0.02968,0.0664,0.34841
53.3333333333333,1.04444444444444,Male,AV Replacement + CAB,0.01821,0.12882,0.00182,0.06128,0.01283,0.07283,0.0293,0.0749,0.44889
53.3333333333333,1.04444444444444,Female,AV Replacement + CAB,0.0254,0.15437,0.00213,0.0828,0.01522,0.10941,0.03599,0.07022,0.32245
53.3333333333333,1.28888888888889,Male,AV Replacement + CAB,0.02028,0.14355,0.00182,0.06737,0.01358,0.07938,0.03554,0.07918,0.42026
53.3333333333333,1.28888888888889,Female,AV Replacement + CAB,0.02825,0.17145,0.00213,0.09083,0.01611,0.11884,0.04359,0.07426,0.29754
53.3333333333333,1.53333333333333,Male,AV Replacement + CAB,0.02257,0.15965,0.00182,0.07403,0.01438,0.08647,0.04304,0.08368,0.39218
53.3333333333333,1.53333333333333,Female,AV Replacement + CAB,0.03142,0.18998,0.00213,0.09955,0.01704,0.12895,0.05271,0.0785,0.27378
53.3333333333333,1.77777777777778,Male,AV Replacement + CAB,0.02511,0.17718,0.00182,0.08129,0.01522,0.09413,0.05206,0.08841,0.36478
53.3333333333333,1.77777777777778,Female,AV Replacement + CAB,0.03493,0.21002,0.00213,0.10902,0.01804,0.1398,0.06361,0.08297,0.25123
53.3333333333333,2.02222222222222,Male,AV Replacement + CAB,0.02794,0.19619,0.00182,0.08919,0.0161,0.10238,0.06282,0.09338,0.33824
53.3333333333333,2.02222222222222,Female,AV Replacement + CAB,0.03881,0.23156,0.00213,0.11926,0.01908,0.15139,0.07657,0.08766,0.22996
53.3333333333333,2.26666666666667,Male,AV Replacement + CAB,0.03107,0.21671,0.00182,0.09777,0.01704,0.11128,0.07565,0.0986,0.31266
53.3333333333333,2.26666666666667,Female,AV Replacement + CAB,0.04311,0.2546,0.00213,0.13033,0.02019,0.16376,0.09193,0.0926,0.20998
53.3333333333333,2.51111111111111,Male,AV Replacement + CAB,0.03454,0.23872,0.00182,0.10709,0.01803,0.12084,0.09083,0.10408,0.28819
53.3333333333333,2.51111111111111,Female,AV Replacement + CAB,0.04786,0.27909,0.00213,0.14226,0.02136,0.17694,0.10999,0.09778,0.19131
53.3333333333333,2.75555555555556,Male,AV Replacement + CAB,0.03839,0.26224,0.00182,0.11717,0.01908,0.1311,0.10871,0.10983,0.26489
53.3333333333333,2.75555555555556,Female,AV Replacement + CAB,0.05311,0.30499,0.00213,0.15508,0.0226,0.19093,0.13109,0.10322,0.17393
53.3333333333333,3,Male,AV Replacement + CAB,0.04264,0.28719,0.00182,0.12807,0.02019,0.14209,0.1296,0.11585,0.24284
53.3333333333333,3,Female,AV Replacement + CAB,0.05889,0.33218,0.00213,0.16883,0.02391,0.20575,0.15553,0.10892,0.15782
56.6666666666667,0.8,Male,AV Replacement + CAB,0.01635,0.1154,0.00182,0.0557,0.01212,0.06678,0.02413,0.07083,0.47784
56.6666666666667,0.8,Female,AV Replacement + CAB,0.02282,0.13872,0.00213,0.07542,0.01438,0.10065,0.02968,0.0664,0.34841
56.6666666666667,1.04444444444444,Male,AV Replacement + CAB,0.01821,0.12882,0.00182,0.06128,0.01283,0.07283,0.0293,0.0749,0.44889
56.6666666666667,1.04444444444444,Female,AV Replacement + CAB,0.0254,0.15437,0.00213,0.0828,0.01522,0.10941,0.03599,0.07022,0.32245
56.6666666666667,1.28888888888889,Male,AV Replacement + CAB,0.02028,0.14355,0.00182,0.06737,0.01358,0.07938,0.03554,0.07918,0.42026
56.6666666666667,1.28888888888889,Female,AV Replacement + CAB,0.02825,0.17145,0.00213,0.09083,0.01611,0.11884,0.04359,0.07426,0.29754
56.6666666666667,1.53333333333333,Male,AV Replacement + CAB,0.02257,0.15965,0.00182,0.07403,0.01438,0.08647,0.04304,0.08368,0.39218
56.6666666666667,1.53333333333333,Female,AV Replacement + CAB,0.03142,0.18998,0.00213,0.09955,0.01704,0.12895,0.05271,0.0785,0.27378
56.6666666666667,1.77777777777778,Male,AV Replacement + CAB,0.02511,0.17718,0.00182,0.08129,0.01522,0.09413,0.05206,0.08841,0.36478
56.6666666666667,1.77777777777778,Female,AV Replacement + CAB,0.03493,0.21002,0.00213,0.10902,0.01804,0.1398,0.06361,0.08297,0.25123
56.6666666666667,2.02222222222222,Male,AV Replacement + CAB,0.02794,0.19619,0.00182,0.08919,0.0161,0.10238,0.06282,0.09338,0.33824
56.6666666666667,2.02222222222222,Female,AV Replacement + CAB,0.03881,0.23156,0.00213,0.11926,0.01908,0.15139,0.07657,0.08766,0.22996
56.6666666666667,2.26666666666667,Male,AV Replacement + CAB,0.03107,0.21671,0.00182,0.09777,0.01704,0.11128,0.07565,0.0986,0.31266
56.6666666666667,2.26666666666667,Female,AV Replacement + CAB,0.04311,0.2546,0.00213,0.13033,0.02019,0.16376,0.09193,0.0926,0.20998
56.6666666666667,2.51111111111111,Male,AV Replacement + CAB,0.03454,0.23872,0.00182,0.10709,0.01803,0.12084,0.09083,0.10408,0.28819
56.6666666666667,2.51111111111111,Female,AV Replacement + CAB,0.04786,0.27909,0.00213,0.14226,0.02136,0.17694,0.10999,0.09778,0.19131
56.6666666666667,2.75555555555556,Male,AV Replacement + CAB,0.03839,0.26224,0.00182,0.11717,0.01908,0.1311,0.10871,0.10983,0.26489
56.6666666666667,2.75555555555556,Female,AV Replacement + CAB,0.05311,0.30499,0.00213,0.15508,0.0226,0.19093,0.13109,0.10322,0.17393
56.6666666666667,3,Male,AV Replacement + CAB,0.04264,0.28719,0.00182,0.12807,0.02019,0.14209,0.1296,0.11585,0.24284
56.6666666666667,3,Female,AV Replacement + CAB,0.05889,0.33218,0.00213,0.16883,0.02391,0.20575,0.15553,0.10892,0.15782
60,0.8,Male,AV Replacement + CAB,0.01635,0.1154,0.00182,0.0557,0.01212,0.06678,0.02413,0.07083,0.47784
60,0.8,Female,AV Replacement + CAB,0.02282,0.13872,0.00213,0.07542,0.01438,0.10065,0.02968,0.0664,0.34841
60,1.04444444444444,Male,AV Replacement + CAB,0.01821,0.12882,0.00182,0.06128,0.01283,0.07283,0.0293,0.0749,0.44889
60,1.04444444444444,Female,AV Replacement + CAB,0.0254,0.15437,0.00213,0.0828,0.01522,0.10941,0.03599,0.07022,0.32245
60,1.28888888888889,Male,AV Replacement + CAB,0.02028,0.14355,0.00182,0.06737,0.01358,0.07938,0.03554,0.07918,0.42026
60,1.28888888888889,Female,AV Replacement + CAB,0.02825,0.17145,0.00213,0.09083,0.01611,0.11884,0.04359,0.07426,0.29754
60,1.53333333333333,Male,AV Replacement + CAB,0.02257,0.15965,0.00182,0.07403,0.01438,0.08647,0.04304,0.08368,0.39218
60,1.53333333333333,Female,AV Replacement + CAB,0.03142,0.18998,0.00213,0.09955,0.01704,0.12895,0.05271,0.0785,0.27378
60,1.77777777777778,Male,AV Replacement + CAB,0.02511,0.17718,0.00182,0.08129,0.01522,0.09413,0.05206,0.08841,0.36478
60,1.77777777777778,Female,AV Replacement + CAB,0.03493,0.21002,0.00213,0.10902,0.01804,0.1398,0.06361,0.08297,0.25123
60,2.02222222222222,Male,AV Replacement + CAB,0.02794,0.19619,0.00182,0.08919,0.0161,0.10238,0.06282,0.09338,0.33824
60,2.02222222222222,Female,AV Replacement + CAB,0.03881,0.23156,0.00213,0.11926,0.01908,0.15139,0.07657,0.08766,0.22996
